Version,Metodo,I01_AL,I02_AL,I03_AL,I04_AL,I05_AL,I06_AL,I07_AL,I08_AL,I09_AL,I10_AL,I11_AL,I12_AL,I13_AL,I14_AL,I15_AL,I16_AL,I17_AL,I18_AL,I19_AL,I20_AL,I21_AL,I22_AL,I23_AL,I24_AL,I25_AL,I26_AL
0,DT_AL,0.002544,0.161426,0.0,0.007283,0.018719,0.003005,0.0,0.040338,0.006086,0.013127,0.150851,0.014715,0.238748,0.0,0.0,0.0,0.166537,0.041771,0.00339,0.003853,0.001512,0.01151,0.062403,0.01861,0.010125,0.023447
