Version,Metodo,I01_AL,I02_AL,I03_AL,I04_AL,I05_AL,I06_AL,I07_AL,I08_AL,I09_AL,I10_AL,I11_AL,I12_AL,I13_AL,I14_AL,I15_AL,I16_AL,I17_AL,I18_AL,I19_AL,I20_AL,I21_AL,I22_AL,I23_AL,I24_AL,I25_AL,I26_AL
0,RF_AL,0.016687,0.097916,2.8e-05,0.038897,0.045191,0.022158,0.03454,0.056142,0.035024,0.038797,0.06984,0.021075,0.09559,0.003069,0.014611,0.0,0.061889,0.031066,0.02261,0.041895,0.013277,0.042621,0.061217,0.037119,0.044608,0.054133
