Version,Metodo,N_tree,Split,Leaf,Acc,Acc medio,"Tempo (h,min,s)",n_cv
0,RF,1000,40,20,"[0.09771943 0.11726195 0.09981063 0.06284376 0.09720944 0.10839339
 0.09413213 0.07946907 0.08049533 0.09106364]",0.09283987716172451,"(0, 33, 57.89)",1
